image_id,time_s,label,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior_nboxes,theta_rad,dtheta_rad,theta_accum_rad,rot_dir,path_raw,path_crop,path_mask,path_overlay
1762603415541_000060,1762603416,vol_up,960,544,669.791,414.761,0.6977,0.76243,29577,0.056635,0.82386,0.66667,0.36721,565,241,202,303,0.48324,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603415541_000060.jpg,data\data_vol_up\images_crop\1762603415541_000060.jpg,data\data_vol_up\masks\1762603415541_000060.png,data\data_vol_up\overlays\1762603415541_000060.jpg
1762603415757_000061,1762603416,vol_up,960,544,671.523,416.043,0.6995,0.76479,30139,0.057712,0.82962,0.66667,0.35394,566,241,202,303,0.49243,AND,2,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603415757_000061.jpg,data\data_vol_up\images_crop\1762603415757_000061.jpg,data\data_vol_up\masks\1762603415757_000061.png,data\data_vol_up\overlays\1762603415757_000061.jpg
1762603415963_000062,1762603416,vol_up,960,544,675.302,419.095,0.70344,0.7704,30191,0.057812,0.83125,0.68,0.36136,568,244,204,300,0.49333,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603415963_000062.jpg,data\data_vol_up\images_crop\1762603415963_000062.jpg,data\data_vol_up\masks\1762603415963_000062.png,data\data_vol_up\overlays\1762603415963_000062.jpg
1762603416161_000063,1762603416,vol_up,960,544,674.469,419.419,0.70257,0.77099,29967,0.057382,0.82983,0.68227,0.37144,568,245,204,299,0.49129,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603416161_000063.jpg,data\data_vol_up\images_crop\1762603416161_000063.jpg,data\data_vol_up\masks\1762603416161_000063.png,data\data_vol_up\overlays\1762603416161_000063.jpg
1762603416359_000064,1762603416,vol_up,960,544,676.526,419.437,0.70471,0.77102,30457,0.058321,0.83354,0.68333,0.36706,569,244,205,300,0.49524,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603416359_000064.jpg,data\data_vol_up\images_crop\1762603416359_000064.jpg,data\data_vol_up\masks\1762603416359_000064.png,data\data_vol_up\overlays\1762603416359_000064.jpg
1762603416544_000065,1762603417,vol_up,960,544,674.248,417.286,0.70234,0.76707,30280,0.057981,0.83314,0.6755,0.36907,567,242,204,302,0.49149,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603416544_000065.jpg,data\data_vol_up\images_crop\1762603416544_000065.jpg,data\data_vol_up\masks\1762603416544_000065.png,data\data_vol_up\overlays\1762603416544_000065.jpg
1762603416756_000066,1762603417,vol_up,960,544,672.125,416.08,0.70013,0.76485,29985,0.057416,0.82889,0.66887,0.35366,567,242,202,302,0.49153,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603416756_000066.jpg,data\data_vol_up\images_crop\1762603416756_000066.jpg,data\data_vol_up\masks\1762603416756_000066.png,data\data_vol_up\overlays\1762603416756_000066.jpg
1762603416954_000067,1762603417,vol_up,960,544,673.697,417.347,0.70177,0.76718,30174,0.057779,0.83129,0.66887,0.35908,568,242,202,302,0.49463,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603416954_000067.jpg,data\data_vol_up\images_crop\1762603416954_000067.jpg,data\data_vol_up\masks\1762603416954_000067.png,data\data_vol_up\overlays\1762603416954_000067.jpg
1762603417169_000068,1762603417,vol_up,960,544,673.594,419.363,0.70166,0.77089,29857,0.057171,0.83254,0.67559,0.37043,568,245,202,299,0.49434,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603417169_000068.jpg,data\data_vol_up\images_crop\1762603417169_000068.jpg,data\data_vol_up\masks\1762603417169_000068.png,data\data_vol_up\overlays\1762603417169_000068.jpg
1762603417371_000069,1762603417,vol_up,960,544,673.582,417.667,0.70165,0.76777,30252,0.057928,0.83392,0.67442,0.37904,567,243,203,301,0.49511,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603417371_000069.jpg,data\data_vol_up\images_crop\1762603417371_000069.jpg,data\data_vol_up\masks\1762603417371_000069.png,data\data_vol_up\overlays\1762603417371_000069.jpg
1762603417561_000070,1762603418,vol_up,960,544,670.65,412.907,0.69859,0.75902,28982,0.055496,0.82498,0.6734,0.3638,565,243,200,297,0.48791,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603417561_000070.jpg,data\data_vol_up\images_crop\1762603417561_000070.jpg,data\data_vol_up\masks\1762603417561_000070.png,data\data_vol_up\overlays\1762603417561_000070.jpg
1762603417777_000071,1762603418,vol_up,960,544,666.376,406.669,0.69414,0.74755,29421,0.056336,0.82617,0.65563,0.36144,563,234,198,302,0.49202,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603417777_000071.jpg,data\data_vol_up\images_crop\1762603417777_000071.jpg,data\data_vol_up\masks\1762603417777_000071.png,data\data_vol_up\overlays\1762603417777_000071.jpg
1762603417954_000072,1762603418,vol_up,960,544,665.359,419.072,0.69308,0.77035,30140,0.057713,0.83138,0.6711,0.36282,559,243,202,301,0.49571,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603417954_000072.jpg,data\data_vol_up\images_crop\1762603417954_000072.jpg,data\data_vol_up\masks\1762603417954_000072.png,data\data_vol_up\overlays\1762603417954_000072.jpg
1762603418164_000073,1762603418,vol_up,960,544,659.984,415.927,0.68748,0.76457,29648,0.056772,0.8242,0.65781,0.35211,557,243,198,301,0.49747,AND,2,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603418164_000073.jpg,data\data_vol_up\images_crop\1762603418164_000073.jpg,data\data_vol_up\masks\1762603418164_000073.png,data\data_vol_up\overlays\1762603418164_000073.jpg
1762603418359_000074,1762603418,vol_up,960,544,661.898,414.373,0.68948,0.76171,29897,0.057249,0.82385,0.65789,0.35236,558,240,200,304,0.49174,AND,2,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603418359_000074.jpg,data\data_vol_up\images_crop\1762603418359_000074.jpg,data\data_vol_up\masks\1762603418359_000074.png,data\data_vol_up\overlays\1762603418359_000074.jpg
1762603418580_000075,1762603419,vol_up,960,544,662.101,414.727,0.68969,0.76237,30113,0.057662,0.82674,0.65132,0.36208,560,240,198,304,0.50029,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603418580_000075.jpg,data\data_vol_up\images_crop\1762603418580_000075.jpg,data\data_vol_up\masks\1762603418580_000075.png,data\data_vol_up\overlays\1762603418580_000075.jpg
1762603418776_000076,1762603419,vol_up,960,544,663.265,417.232,0.6909,0.76697,30281,0.057984,0.82891,0.66556,0.36563,559,242,201,302,0.49886,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603418776_000076.jpg,data\data_vol_up\images_crop\1762603418776_000076.jpg,data\data_vol_up\masks\1762603418776_000076.png,data\data_vol_up\overlays\1762603418776_000076.jpg
1762603418964_000077,1762603419,vol_up,960,544,668.083,418.604,0.69592,0.76949,30825,0.059026,0.83723,0.66556,0.37015,563,242,201,302,0.50782,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603418964_000077.jpg,data\data_vol_up\images_crop\1762603418964_000077.jpg,data\data_vol_up\masks\1762603418964_000077.png,data\data_vol_up\overlays\1762603418964_000077.jpg
1762603419179_000078,1762603419,vol_up,960,544,674.965,423.696,0.70309,0.77885,30728,0.05884,0.83493,0.69024,0.37249,567,247,205,297,0.5047,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603419179_000078.jpg,data\data_vol_up\images_crop\1762603419179_000078.jpg,data\data_vol_up\masks\1762603419179_000078.png,data\data_vol_up\overlays\1762603419179_000078.jpg
1762603419363_000079,1762603419,vol_up,960,544,674.606,422.079,0.70272,0.77588,30676,0.05874,0.83542,0.68121,0.36801,568,246,203,298,0.5071,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603419363_000079.jpg,data\data_vol_up\images_crop\1762603419363_000079.jpg,data\data_vol_up\masks\1762603419363_000079.png,data\data_vol_up\overlays\1762603419363_000079.jpg
1762603419581_000080,1762603420,vol_up,960,544,672.355,421.049,0.70037,0.77399,29341,0.056184,0.80305,0.68013,0.27416,568,247,202,297,0.48907,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603419581_000080.jpg,data\data_vol_up\images_crop\1762603419581_000080.jpg,data\data_vol_up\masks\1762603419581_000080.png,data\data_vol_up\overlays\1762603419581_000080.jpg
1762603419769_000081,1762603420,vol_up,960,544,669.428,414.725,0.69732,0.76236,29682,0.056836,0.8228,0.66777,0.35895,565,243,201,301,0.4906,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603419769_000081.jpg,data\data_vol_up\images_crop\1762603419769_000081.jpg,data\data_vol_up\masks\1762603419769_000081.png,data\data_vol_up\overlays\1762603419769_000081.jpg
1762603419980_000082,1762603420,vol_up,960,544,670.125,414.755,0.69805,0.76242,29562,0.056606,0.79902,0.65902,0.25203,567,239,201,305,0.48221,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603419980_000082.jpg,data\data_vol_up\images_crop\1762603419980_000082.jpg,data\data_vol_up\masks\1762603419980_000082.png,data\data_vol_up\overlays\1762603419980_000082.jpg
1762603420190_000083,1762603420,vol_up,960,544,673.511,421.126,0.70157,0.77413,30001,0.057448,0.80453,0.68333,0.26879,567,244,205,300,0.48783,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603420190_000083.jpg,data\data_vol_up\images_crop\1762603420190_000083.jpg,data\data_vol_up\masks\1762603420190_000083.png,data\data_vol_up\overlays\1762603420190_000083.jpg
1762603420373_000084,1762603420,vol_up,960,544,673.586,420.07,0.70165,0.77219,30137,0.057707,0.80675,0.68,0.27457,568,244,204,300,0.49243,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603420373_000084.jpg,data\data_vol_up\images_crop\1762603420373_000084.jpg,data\data_vol_up\masks\1762603420373_000084.png,data\data_vol_up\overlays\1762603420373_000084.jpg
1762603420596_000085,1762603421,vol_up,960,544,676.545,426.52,0.70473,0.78404,30289,0.057998,0.80793,0.69595,0.25333,570,248,206,296,0.49674,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603420596_000085.jpg,data\data_vol_up\images_crop\1762603420596_000085.jpg,data\data_vol_up\masks\1762603420596_000085.png,data\data_vol_up\overlays\1762603420596_000085.jpg
1762603420781_000086,1762603421,vol_up,960,544,680.166,427.937,0.70851,0.78665,29789,0.057042,0.80975,0.71821,0.24263,570,253,209,291,0.48981,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603420781_000086.jpg,data\data_vol_up\images_crop\1762603420781_000086.jpg,data\data_vol_up\masks\1762603420781_000086.png,data\data_vol_up\overlays\1762603420781_000086.jpg
1762603420995_000087,1762603421,vol_up,960,544,672.821,425.567,0.70086,0.78229,29386,0.05627,0.80348,0.70648,0.2537,565,251,207,293,0.48452,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603420995_000087.jpg,data\data_vol_up\images_crop\1762603420995_000087.jpg,data\data_vol_up\masks\1762603420995_000087.png,data\data_vol_up\overlays\1762603420995_000087.jpg
1762603421182_000088,1762603421,vol_up,960,544,670.704,423.593,0.69865,0.77866,30562,0.058521,0.83267,0.68243,0.35664,566,248,202,296,0.51114,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603421182_000088.jpg,data\data_vol_up\images_crop\1762603421182_000088.jpg,data\data_vol_up\masks\1762603421182_000088.png,data\data_vol_up\overlays\1762603421182_000088.jpg
1762603421382_000089,1762603421,vol_up,960,544,671.104,420.465,0.69907,0.77291,30752,0.058886,0.83155,0.67224,0.3611,567,245,201,299,0.5117,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603421382_000089.jpg,data\data_vol_up\images_crop\1762603421382_000089.jpg,data\data_vol_up\masks\1762603421382_000089.png,data\data_vol_up\overlays\1762603421382_000089.jpg
1762603421586_000090,1762603422,vol_up,960,544,669.65,418.608,0.69755,0.7695,30868,0.059108,0.82968,0.66007,0.35934,567,241,200,303,0.50938,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603421586_000090.jpg,data\data_vol_up\images_crop\1762603421586_000090.jpg,data\data_vol_up\masks\1762603421586_000090.png,data\data_vol_up\overlays\1762603421586_000090.jpg
1762603421785_000091,1762603422,vol_up,960,544,666.96,415.824,0.69475,0.76438,30970,0.059302,0.83131,0.64706,0.35342,565,238,198,306,0.51116,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603421785_000091.jpg,data\data_vol_up\images_crop\1762603421785_000091.jpg,data\data_vol_up\masks\1762603421785_000091.png,data\data_vol_up\overlays\1762603421785_000091.jpg
1762603422005_000092,1762603422,vol_up,960,544,668.303,417.445,0.69615,0.76736,31059,0.059473,0.83168,0.65574,0.35862,566,239,200,305,0.50916,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603422005_000092.jpg,data\data_vol_up\images_crop\1762603422005_000092.jpg,data\data_vol_up\masks\1762603422005_000092.png,data\data_vol_up\overlays\1762603422005_000092.jpg
1762603422183_000093,1762603422,vol_up,960,544,667.593,417.192,0.69541,0.7669,30810,0.058996,0.82952,0.65461,0.35415,565,240,199,304,0.50929,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603422183_000093.jpg,data\data_vol_up\images_crop\1762603422183_000093.jpg,data\data_vol_up\masks\1762603422183_000093.png,data\data_vol_up\overlays\1762603422183_000093.jpg
1762603422390_000094,1762603422,vol_up,960,544,667.386,417.029,0.69519,0.7666,31105,0.059562,0.83156,0.65574,0.3512,564,239,200,305,0.50993,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603422390_000094.jpg,data\data_vol_up\images_crop\1762603422390_000094.jpg,data\data_vol_up\masks\1762603422390_000094.png,data\data_vol_up\overlays\1762603422390_000094.jpg
1762603422579_000095,1762603423,vol_up,960,544,668.258,417.078,0.6961,0.76669,30796,0.058969,0.82958,0.65789,0.35525,565,240,200,304,0.50651,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603422579_000095.jpg,data\data_vol_up\images_crop\1762603422579_000095.jpg,data\data_vol_up\masks\1762603422579_000095.png,data\data_vol_up\overlays\1762603422579_000095.jpg
1762603422787_000096,1762603423,vol_up,960,544,667.612,415.771,0.69543,0.76428,30908,0.059184,0.82799,0.65033,0.35479,565,238,199,306,0.50758,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603422787_000096.jpg,data\data_vol_up\images_crop\1762603422787_000096.jpg,data\data_vol_up\masks\1762603422787_000096.png,data\data_vol_up\overlays\1762603422787_000096.jpg
1762603422999_000097,1762603423,vol_up,960,544,667.037,415.392,0.69483,0.76359,31080,0.059513,0.82645,0.64821,0.34131,565,237,199,307,0.50873,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603422999_000097.jpg,data\data_vol_up\images_crop\1762603422999_000097.jpg,data\data_vol_up\masks\1762603422999_000097.png,data\data_vol_up\overlays\1762603422999_000097.jpg
1762603423187_000098,1762603423,vol_up,960,544,665.553,413.653,0.69328,0.76039,30406,0.058222,0.82377,0.65033,0.35767,564,238,199,306,0.49933,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603423187_000098.jpg,data\data_vol_up\images_crop\1762603423187_000098.jpg,data\data_vol_up\masks\1762603423187_000098.png,data\data_vol_up\overlays\1762603423187_000098.jpg
1762603423396_000099,1762603423,vol_up,960,544,663.053,414.201,0.69068,0.7614,31169,0.059683,0.82708,0.63548,0.34282,563,234,197,310,0.51038,AND,1,1,0,0.080576,0,0,data\data_vol_up\images_raw\1762603423396_000099.jpg,data\data_vol_up\images_crop\1762603423396_000099.jpg,data\data_vol_up\masks\1762603423396_000099.png,data\data_vol_up\overlays\1762603423396_000099.jpg
1762603434438_000000,1762603434,vol_down,960,544,651.983,340.747,0.67915,0.62637,12795,0.0245,0.76045,2,0.31307,520,297,226,113,0.50102,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603434438_000000.jpg,data\data_vol_down\images_crop\1762603434438_000000.jpg,data\data_vol_down\masks\1762603434438_000000.png,data\data_vol_down\overlays\1762603434438_000000.jpg
1762603434636_000001,1762603435,vol_down,960,544,644.55,332.791,0.67141,0.61175,13089,0.025064,0.77833,2.03571,0.3369,511,289,228,112,0.51259,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603434636_000001.jpg,data\data_vol_down\images_crop\1762603434636_000001.jpg,data\data_vol_down\masks\1762603434636_000001.png,data\data_vol_down\overlays\1762603434636_000001.jpg
1762603434823_000002,1762603435,vol_down,960,544,639.62,335.562,0.66627,0.61684,13340,0.025544,0.76974,1.9569,0.34604,507,291,227,116,0.50661,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603434823_000002.jpg,data\data_vol_down\images_crop\1762603434823_000002.jpg,data\data_vol_down\masks\1762603434823_000002.png,data\data_vol_down\overlays\1762603434823_000002.jpg
1762603435025_000003,1762603435,vol_down,960,544,637.471,336.594,0.66403,0.61874,13256,0.025383,0.74572,1.79365,0.31435,506,292,226,126,0.46551,AND,2,1,0,0,0,0,data\data_vol_down\images_raw\1762603435025_000003.jpg,data\data_vol_down\images_crop\1762603435025_000003.jpg,data\data_vol_down\masks\1762603435025_000003.png,data\data_vol_down\overlays\1762603435025_000003.jpg
1762603435250_000004,1762603435,vol_down,960,544,634.16,328.089,0.66058,0.60311,13198,0.025272,0.74567,1.84677,0.3069,501,284,229,124,0.46478,AND,2,1,0,0,0,0,data\data_vol_down\images_raw\1762603435250_000004.jpg,data\data_vol_down\images_crop\1762603435250_000004.jpg,data\data_vol_down\masks\1762603435250_000004.png,data\data_vol_down\overlays\1762603435250_000004.jpg
1762603435425_000005,1762603435,vol_down,960,544,629.529,320.956,0.65576,0.58999,13436,0.025728,0.75572,1.86179,0.3167,497,277,229,123,0.47701,AND,2,1,0,0,0,0,data\data_vol_down\images_raw\1762603435425_000005.jpg,data\data_vol_down\images_crop\1762603435425_000005.jpg,data\data_vol_down\masks\1762603435425_000005.png,data\data_vol_down\overlays\1762603435425_000005.jpg
1762603435650_000006,1762603436,vol_down,960,544,633.19,316.842,0.65957,0.58243,13047,0.024983,0.78056,2.04464,0.35212,500,273,229,112,0.50869,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603435650_000006.jpg,data\data_vol_down\images_crop\1762603435650_000006.jpg,data\data_vol_down\masks\1762603435650_000006.png,data\data_vol_down\overlays\1762603435650_000006.jpg
1762603435832_000007,1762603436,vol_down,960,544,632.271,306.816,0.65862,0.564,12610,0.024147,0.75462,2.12844,0.3137,498,265,232,109,0.49868,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603435832_000007.jpg,data\data_vol_down\images_crop\1762603435832_000007.jpg,data\data_vol_down\masks\1762603435832_000007.png,data\data_vol_down\overlays\1762603435832_000007.jpg
1762603436032_000008,1762603436,vol_down,960,544,640.392,305.447,0.66707,0.56148,14916,0.028562,0.7472,1.86719,0.24187,503,255,239,128,0.48758,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603436032_000008.jpg,data\data_vol_down\images_crop\1762603436032_000008.jpg,data\data_vol_down\masks\1762603436032_000008.png,data\data_vol_down\overlays\1762603436032_000008.jpg
1762603436230_000009,1762603436,vol_down,960,544,653.162,299.904,0.68038,0.55129,16015,0.030667,0.78168,1.96032,0.26131,512,248,247,126,0.5146,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603436230_000009.jpg,data\data_vol_down\images_crop\1762603436230_000009.jpg,data\data_vol_down\masks\1762603436230_000009.png,data\data_vol_down\overlays\1762603436230_000009.jpg
1762603436434_000010,1762603436,vol_down,960,544,668.162,289.42,0.696,0.53202,17914,0.034303,0.78281,1.88806,0.26517,524,234,253,134,0.52842,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603436434_000010.jpg,data\data_vol_down\images_crop\1762603436434_000010.jpg,data\data_vol_down\masks\1762603436434_000010.png,data\data_vol_down\overlays\1762603436434_000010.jpg
1762603436651_000011,1762603437,vol_down,960,544,680.417,282.756,0.70877,0.51977,20852,0.039929,0.73357,1.78378,0.20656,532,221,264,148,0.53369,AND,3,1,0,0,0,0,data\data_vol_down\images_raw\1762603436651_000011.jpg,data\data_vol_down\images_crop\1762603436651_000011.jpg,data\data_vol_down\masks\1762603436651_000011.png,data\data_vol_down\overlays\1762603436651_000011.jpg
1762603436837_000012,1762603437,vol_down,960,544,694.857,280.424,0.72381,0.51549,25695,0.049202,0.77914,1.63905,0.22716,537,210,277,169,0.54889,AND,3,1,0,0,0,0,data\data_vol_down\images_raw\1762603436837_000012.jpg,data\data_vol_down\images_crop\1762603436837_000012.jpg,data\data_vol_down\masks\1762603436837_000012.png,data\data_vol_down\overlays\1762603436837_000012.jpg
1762603437043_000013,1762603437,vol_down,960,544,688.865,271.586,0.71757,0.49924,27904,0.053431,0.78948,1.63429,0.22158,529,198,286,175,0.55752,AND,2,1,0,0,0,0,data\data_vol_down\images_raw\1762603437043_000013.jpg,data\data_vol_down\images_crop\1762603437043_000013.jpg,data\data_vol_down\masks\1762603437043_000013.png,data\data_vol_down\overlays\1762603437043_000013.jpg
1762603437244_000014,1762603437,vol_down,960,544,684.652,264.208,0.71318,0.48568,32148,0.061559,0.80805,1.56915,0.3025,518,181,295,188,0.57967,AND,3,1,0,0,0,0,data\data_vol_down\images_raw\1762603437244_000014.jpg,data\data_vol_down\images_crop\1762603437244_000014.jpg,data\data_vol_down\masks\1762603437244_000014.png,data\data_vol_down\overlays\1762603437244_000014.jpg
1762603437439_000015,1762603437,vol_down,960,544,679.249,259.762,0.70755,0.4775,32411,0.062062,0.81255,1.59358,0.30932,512,178,298,187,0.58162,AND,2,1,0,0,0,0,data\data_vol_down\images_raw\1762603437439_000015.jpg,data\data_vol_down\images_crop\1762603437439_000015.jpg,data\data_vol_down\masks\1762603437439_000015.png,data\data_vol_down\overlays\1762603437439_000015.jpg
1762603437636_000016,1762603438,vol_down,960,544,675.929,250.885,0.70409,0.46119,33806,0.064733,0.82622,1.59259,0.31732,506,166,301,189,0.59424,AND,3,1,0,0,0,0,data\data_vol_down\images_raw\1762603437636_000016.jpg,data\data_vol_down\images_crop\1762603437636_000016.jpg,data\data_vol_down\masks\1762603437636_000016.png,data\data_vol_down\overlays\1762603437636_000016.jpg
1762603437839_000017,1762603438,vol_down,960,544,674.517,261.012,0.70262,0.4798,39426,0.075494,0.68207,1.00664,0.2554,501,163,303,301,0.43229,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603437839_000017.jpg,data\data_vol_down\images_crop\1762603437839_000017.jpg,data\data_vol_down\masks\1762603437839_000017.png,data\data_vol_down\overlays\1762603437839_000017.jpg
1762603438058_000018,1762603438,vol_down,960,544,671.464,260.276,0.69944,0.47845,39731,0.076078,0.67885,1.01667,0.25364,498,163,305,300,0.43422,AND,2,1,0,0,0,0,data\data_vol_down\images_raw\1762603438058_000018.jpg,data\data_vol_down\images_crop\1762603438058_000018.jpg,data\data_vol_down\masks\1762603438058_000018.png,data\data_vol_down\overlays\1762603438058_000018.jpg
1762603438246_000019,1762603438,vol_down,960,544,668.86,262.966,0.69673,0.48339,41890,0.080212,0.69433,1.0099,0.31467,495,163,306,303,0.4518,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603438246_000019.jpg,data\data_vol_down\images_crop\1762603438246_000019.jpg,data\data_vol_down\masks\1762603438246_000019.png,data\data_vol_down\overlays\1762603438246_000019.jpg
1762603438464_000020,1762603438,vol_down,960,544,665.709,261.854,0.69345,0.48135,41550,0.079562,0.69466,1.01661,0.31111,493,163,306,301,0.45112,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603438464_000020.jpg,data\data_vol_down\images_crop\1762603438464_000020.jpg,data\data_vol_down\masks\1762603438464_000020.png,data\data_vol_down\overlays\1762603438464_000020.jpg
1762603438644_000021,1762603439,vol_down,960,544,663.971,260.094,0.69164,0.47811,41313,0.079108,0.6878,1.01656,0.28715,489,163,307,302,0.4456,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603438644_000021.jpg,data\data_vol_down\images_crop\1762603438644_000021.jpg,data\data_vol_down\masks\1762603438644_000021.png,data\data_vol_down\overlays\1762603438644_000021.jpg
1762603438855_000022,1762603439,vol_down,960,544,664.413,263.39,0.6921,0.48417,42036,0.080492,0.70035,1.00987,0.34304,490,163,307,304,0.45041,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603438855_000022.jpg,data\data_vol_down\images_crop\1762603438855_000022.jpg,data\data_vol_down\masks\1762603438855_000022.png,data\data_vol_down\overlays\1762603438855_000022.jpg
1762603439049_000023,1762603439,vol_down,960,544,665.262,265.632,0.69298,0.48829,42298,0.080993,0.70301,0.99026,0.35763,492,163,305,308,0.45027,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603439049_000023.jpg,data\data_vol_down\images_crop\1762603439049_000023.jpg,data\data_vol_down\masks\1762603439049_000023.png,data\data_vol_down\overlays\1762603439049_000023.jpg
1762603439253_000024,1762603439,vol_down,960,544,661.589,269.653,0.68916,0.49569,42400,0.08119,0.70227,0.97428,0.34626,489,163,303,311,0.44995,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603439253_000024.jpg,data\data_vol_down\images_crop\1762603439253_000024.jpg,data\data_vol_down\masks\1762603439253_000024.png,data\data_vol_down\overlays\1762603439253_000024.jpg
1762603439455_000025,1762603439,vol_down,960,544,654.385,272.409,0.68165,0.50075,41746,0.079937,0.70047,0.97097,0.35507,483,165,301,310,0.4474,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603439455_000025.jpg,data\data_vol_down\images_crop\1762603439455_000025.jpg,data\data_vol_down\masks\1762603439455_000025.png,data\data_vol_down\overlays\1762603439455_000025.jpg
1762603439651_000026,1762603440,vol_down,960,544,649.658,274.175,0.67673,0.504,40953,0.078419,0.69684,0.96764,0.33186,480,167,299,309,0.44326,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603439651_000026.jpg,data\data_vol_down\images_crop\1762603439651_000026.jpg,data\data_vol_down\masks\1762603439651_000026.png,data\data_vol_down\overlays\1762603439651_000026.jpg
1762603439868_000027,1762603440,vol_down,960,544,647.267,274.961,0.67424,0.50544,40055,0.076698,0.69446,0.97705,0.30091,478,170,298,305,0.4407,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603439868_000027.jpg,data\data_vol_down\images_crop\1762603439868_000027.jpg,data\data_vol_down\masks\1762603439868_000027.png,data\data_vol_down\overlays\1762603439868_000027.jpg
1762603440058_000028,1762603440,vol_down,960,544,645.69,274.828,0.67259,0.5052,40253,0.077079,0.6964,0.97377,0.31806,477,169,297,305,0.44437,AND,1,1,0,0,0,0,data\data_vol_down\images_raw\1762603440058_000028.jpg,data\data_vol_down\images_crop\1762603440058_000028.jpg,data\data_vol_down\masks\1762603440058_000028.png,data\data_vol_down\overlays\1762603440058_000028.jpg
1762603440272_000029,1762603440,vol_down,960,544,646.264,277.194,0.67319,0.50955,40562,0.07767,0.70249,0.96732,0.35152,478,171,296,306,0.44783,AND,0,1,0,0,0,0,data\data_vol_down\images_raw\1762603440272_000029.jpg,data\data_vol_down\images_crop\1762603440272_000029.jpg,data\data_vol_down\masks\1762603440272_000029.png,data\data_vol_down\overlays\1762603440272_000029.jpg
