image_id,time_s,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior,prior_nboxes,gesture,label,path_raw,path_crop,path_mask,path_overlay
1762561192383_000168,1762561192.383,640,480,499.12,322.904,0.77988,0.67272,44826,0.145918,0.71077,0.67262,0.26288,382,144,226,336,0.59031,YCrCb,2,mediapipe,0,Peace,prev,data_prev\images_raw\1762561192383_000168.jpg,data_prev\images_crop\1762561192383_000168.jpg,data_prev\masks\1762561192383_000168.png,data_prev\overlays\1762561192383_000168.jpg
1762561192473_000169,1762561192.473,640,480,452.584,241.47,0.70716,0.50306,20949,0.068195,0.77354,0.90955,0.36352,363,144,181,199,0.58162,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561192473_000169.jpg,data_prev\images_crop\1762561192473_000169.jpg,data_prev\masks\1762561192473_000169.png,data_prev\overlays\1762561192473_000169.jpg
1762561192563_000170,1762561192.563,640,480,424.73,244.946,0.66364,0.5103,22032,0.071719,0.79112,0.87379,0.39014,334,144,180,206,0.59417,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561192563_000170.jpg,data_prev\images_crop\1762561192563_000170.jpg,data_prev\masks\1762561192563_000170.png,data_prev\overlays\1762561192563_000170.jpg
1762561192653_000171,1762561192.653,640,480,390.323,263.427,0.60988,0.54881,20429,0.066502,0.80909,0.95361,0.42352,304,157,185,194,0.56923,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561192653_000171.jpg,data_prev\images_crop\1762561192653_000171.jpg,data_prev\masks\1762561192653_000171.png,data_prev\overlays\1762561192653_000171.jpg
1762561192757_000172,1762561192.757,640,480,376.483,298.491,0.58825,0.62186,22107,0.071963,0.80357,1.06218,0.31453,276,201,205,193,0.55875,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561192757_000172.jpg,data_prev\images_crop\1762561192757_000172.jpg,data_prev\masks\1762561192757_000172.png,data_prev\overlays\1762561192757_000172.jpg
1762561192849_000173,1762561192.849,640,480,377.008,344.94,0.58908,0.71863,20066,0.065319,0.78638,1.26506,0.31977,265,261,210,166,0.57562,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561192849_000173.jpg,data_prev\images_crop\1762561192849_000173.jpg,data_prev\masks\1762561192849_000173.png,data_prev\overlays\1762561192849_000173.jpg
1762561192941_000174,1762561192.941,640,480,400.733,378.561,0.62614,0.78867,16225,0.052817,0.75626,1.30769,0.27199,286,294,204,156,0.50985,YCrCb,4,mediapipe,1,Four,prev,data_prev\images_raw\1762561192941_000174.jpg,data_prev\images_crop\1762561192941_000174.jpg,data_prev\masks\1762561192941_000174.png,data_prev\overlays\1762561192941_000174.jpg
1762561193030_000175,1762561193.03,640,480,437.88,395.83,0.68419,0.82464,11169,0.036357,0.69008,1.48485,0.27349,324,319,196,132,0.4317,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561193030_000175.jpg,data_prev\images_crop\1762561193030_000175.jpg,data_prev\masks\1762561193030_000175.png,data_prev\overlays\1762561193030_000175.jpg
1762561193117_000176,1762561193.117,640,480,467.011,411.696,0.7297,0.8577,6882,0.022404,0.6695,2.51948,0.32322,362,370,194,77,0.46074,YCrCb,0,mediapipe,1,Fist,prev,data_prev\images_raw\1762561193117_000176.jpg,data_prev\images_crop\1762561193117_000176.jpg,data_prev\masks\1762561193117_000176.png,data_prev\overlays\1762561193117_000176.jpg
1762561193175_000177,1762561193.175,640,480,56.382,361.763,0.0881,0.75367,23947,0.077954,0.76173,0.66531,0.25708,0,235,163,245,0.59966,YCrCb,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561193175_000177.jpg,data_prev\images_crop\1762561193175_000177.jpg,data_prev\masks\1762561193175_000177.png,data_prev\overlays\1762561193175_000177.jpg
1762561193265_000178,1762561193.265,640,480,520.639,404.908,0.8135,0.84356,16689,0.054326,0.78444,1.35915,0.40842,412,338,193,142,0.60895,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561193265_000178.jpg,data_prev\images_crop\1762561193265_000178.jpg,data_prev\masks\1762561193265_000178.png,data_prev\overlays\1762561193265_000178.jpg
1762561193370_000179,1762561193.37,640,480,524.994,371.738,0.8203,0.77445,17927,0.058358,0.79245,1.28758,0.35487,424,304,197,153,0.59479,YCrCb,1,mediapipe,2,Point,prev,data_prev\images_raw\1762561193370_000179.jpg,data_prev\images_crop\1762561193370_000179.jpg,data_prev\masks\1762561193370_000179.png,data_prev\overlays\1762561193370_000179.jpg
1762561193443_000180,1762561193.443,640,480,522.975,336.943,0.81715,0.70196,18615,0.060597,0.7904,1.21019,0.32822,425,262,190,157,0.62405,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561193443_000180.jpg,data_prev\images_crop\1762561193443_000180.jpg,data_prev\masks\1762561193443_000180.png,data_prev\overlays\1762561193443_000180.jpg
1762561193546_000181,1762561193.546,640,480,497.816,283.257,0.77784,0.59012,21283,0.069282,0.75412,1.06842,0.27324,400,189,203,190,0.55181,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561193546_000181.jpg,data_prev\images_crop\1762561193546_000181.jpg,data_prev\masks\1762561193546_000181.png,data_prev\overlays\1762561193546_000181.jpg
1762561193635_000182,1762561193.635,640,480,486.288,275.017,0.75983,0.57295,20862,0.06791,0.76019,0.94271,0.26313,390,176,181,192,0.60031,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561193635_000182.jpg,data_prev\images_crop\1762561193635_000182.jpg,data_prev\masks\1762561193635_000182.png,data_prev\overlays\1762561193635_000182.jpg
1762561193743_000183,1762561193.743,640,480,433.131,268.095,0.67677,0.55853,21047,0.068514,0.76931,0.88462,0.35097,340,158,184,208,0.54995,YCrCb,2,mediapipe,2,Peace,prev,data_prev\images_raw\1762561193743_000183.jpg,data_prev\images_crop\1762561193743_000183.jpg,data_prev\masks\1762561193743_000183.png,data_prev\overlays\1762561193743_000183.jpg
1762561193816_000184,1762561193.816,640,480,405.931,263.09,0.63427,0.5481,18534,0.060332,0.80637,0.94624,0.40486,321,163,176,186,0.56617,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561193816_000184.jpg,data_prev\images_crop\1762561193816_000184.jpg,data_prev\masks\1762561193816_000184.png,data_prev\overlays\1762561193816_000184.jpg
1762561193920_000185,1762561193.92,640,480,383.372,314.415,0.59902,0.65503,20238,0.065879,0.83965,1.19075,0.42973,283,226,206,173,0.56788,YCrCb,1,mediapipe,2,Point,prev,data_prev\images_raw\1762561193920_000185.jpg,data_prev\images_crop\1762561193920_000185.jpg,data_prev\masks\1762561193920_000185.png,data_prev\overlays\1762561193920_000185.jpg
1762561194011_000186,1762561194.011,640,480,388.981,345.663,0.60778,0.72013,19154,0.06235,0.78437,1.30625,0.28938,280,265,209,160,0.57279,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561194011_000186.jpg,data_prev\images_crop\1762561194011_000186.jpg,data_prev\masks\1762561194011_000186.png,data_prev\overlays\1762561194011_000186.jpg
1762561194103_000187,1762561194.103,640,480,413.723,390.353,0.64644,0.81324,16351,0.053228,0.7159,1.29299,0.2371,300,302,203,157,0.51305,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561194103_000187.jpg,data_prev\images_crop\1762561194103_000187.jpg,data_prev\masks\1762561194103_000187.png,data_prev\overlays\1762561194103_000187.jpg
1762561194194_000188,1762561194.194,640,480,399.576,356.426,0.62434,0.74255,11656,0.037943,0.79637,1.22481,0.40239,326,300,158,129,0.57188,HSV,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561194194_000188.jpg,data_prev\images_crop\1762561194194_000188.jpg,data_prev\masks\1762561194194_000188.png,data_prev\overlays\1762561194194_000188.jpg
1762561194283_000189,1762561194.283,640,480,449.589,366.999,0.70248,0.76458,12134,0.0395,0.79775,1.21538,0.37732,368,308,158,130,0.59077,HSV,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561194283_000189.jpg,data_prev\images_crop\1762561194283_000189.jpg,data_prev\masks\1762561194283_000189.png,data_prev\overlays\1762561194283_000189.jpg
1762561194342_000190,1762561194.342,640,480,487.355,357.121,0.76149,0.744,12373,0.040278,0.81814,1.48,0.33497,395,299,185,125,0.53507,HSV,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561194342_000190.jpg,data_prev\images_crop\1762561194342_000190.jpg,data_prev\masks\1762561194342_000190.png,data_prev\overlays\1762561194342_000190.jpg
1762561194431_000191,1762561194.431,640,480,529.515,405.06,0.82737,0.84387,17328,0.056406,0.7713,1.43972,0.38417,421,339,203,141,0.60539,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561194431_000191.jpg,data_prev\images_crop\1762561194431_000191.jpg,data_prev\masks\1762561194431_000191.png,data_prev\overlays\1762561194431_000191.jpg
1762561194517_000192,1762561194.517,640,480,536.966,366.848,0.83901,0.76427,16975,0.055257,0.7954,1.53333,0.34033,433,307,207,135,0.60744,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561194517_000192.jpg,data_prev\images_crop\1762561194517_000192.jpg,data_prev\masks\1762561194517_000192.png,data_prev\overlays\1762561194517_000192.jpg
1762561194607_000193,1762561194.607,640,480,537.795,336.769,0.8403,0.7016,18643,0.060687,0.81644,1.125,0.3479,437,261,189,168,0.58714,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561194607_000193.jpg,data_prev\images_crop\1762561194607_000193.jpg,data_prev\masks\1762561194607_000193.png,data_prev\overlays\1762561194607_000193.jpg
1762561194709_000194,1762561194.709,640,480,521.7,293.656,0.81516,0.61178,19964,0.064987,0.75477,1.20571,0.26137,422,208,211,175,0.54066,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561194709_000194.jpg,data_prev\images_crop\1762561194709_000194.jpg,data_prev\masks\1762561194709_000194.png,data_prev\overlays\1762561194709_000194.jpg
1762561194795_000195,1762561194.795,640,480,501.19,278.512,0.78311,0.58023,21561,0.070186,0.78591,0.93878,0.28828,403,181,184,196,0.59785,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561194795_000195.jpg,data_prev\images_crop\1762561194795_000195.jpg,data_prev\masks\1762561194795_000195.png,data_prev\overlays\1762561194795_000195.jpg
1762561194885_000196,1762561194.885,640,480,458.132,267.395,0.71583,0.55707,21055,0.068538,0.77388,0.905,0.34598,362,164,181,200,0.58163,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561194885_000196.jpg,data_prev\images_crop\1762561194885_000196.jpg,data_prev\masks\1762561194885_000196.png,data_prev\overlays\1762561194885_000196.jpg
1762561194992_000197,1762561194.992,640,480,421.295,277.842,0.65827,0.57884,21246,0.06916,0.80413,1.03077,0.38704,322,178,201,195,0.54206,YCrCb,2,mediapipe,2,Peace,prev,data_prev\images_raw\1762561194992_000197.jpg,data_prev\images_crop\1762561194992_000197.jpg,data_prev\masks\1762561194992_000197.png,data_prev\overlays\1762561194992_000197.jpg
1762561195065_000198,1762561195.065,640,480,398.718,301.633,0.623,0.6284,18246,0.059396,0.84553,1.08876,0.36815,308,217,184,169,0.58678,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561195065_000198.jpg,data_prev\images_crop\1762561195065_000198.jpg,data_prev\masks\1762561195065_000198.png,data_prev\overlays\1762561195065_000198.jpg
1762561195167_000199,1762561195.167,640,480,389.414,344.818,0.60846,0.71837,19171,0.062406,0.78358,1.28659,0.32599,279,259,211,164,0.55401,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561195167_000199.jpg,data_prev\images_crop\1762561195167_000199.jpg,data_prev\masks\1762561195167_000199.png,data_prev\overlays\1762561195167_000199.jpg
1762561195257_000200,1762561195.257,640,480,396.134,374.377,0.61896,0.77995,18806,0.061219,0.72009,1.12432,0.21929,284,277,208,185,0.48873,YCrCb,5,mediapipe,1,Open Hand,prev,data_prev\images_raw\1762561195257_000200.jpg,data_prev\images_crop\1762561195257_000200.jpg,data_prev\masks\1762561195257_000200.png,data_prev\overlays\1762561195257_000200.jpg
1762561195347_000201,1762561195.347,640,480,425.921,408.785,0.6655,0.85164,15819,0.051496,0.74765,1.17391,0.27697,317,319,189,161,0.51988,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561195347_000201.jpg,data_prev\images_crop\1762561195347_000201.jpg,data_prev\masks\1762561195347_000201.png,data_prev\overlays\1762561195347_000201.jpg
1762561195436_000202,1762561195.436,640,480,405.491,363.17,0.63358,0.7566,12070,0.039292,0.79037,1.20896,0.38335,331,305,162,134,0.55604,HSV,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561195436_000202.jpg,data_prev\images_crop\1762561195436_000202.jpg,data_prev\masks\1762561195436_000202.png,data_prev\overlays\1762561195436_000202.jpg
1762561195526_000203,1762561195.526,640,480,438.919,364.953,0.68581,0.76032,12244,0.039858,0.78127,1.18657,0.38156,359,306,159,134,0.5747,HSV,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561195526_000203.jpg,data_prev\images_crop\1762561195526_000203.jpg,data_prev\masks\1762561195526_000203.png,data_prev\overlays\1762561195526_000203.jpg
1762561195619_000204,1762561195.619,640,480,487.53,409.723,0.76177,0.85359,6979,0.02272,0.76175,2.37975,0.35438,393,370,188,79,0.46994,YCrCb,0,mediapipe,1,Fist,prev,data_prev\images_raw\1762561195619_000204.jpg,data_prev\images_crop\1762561195619_000204.jpg,data_prev\masks\1762561195619_000204.png,data_prev\overlays\1762561195619_000204.jpg
1762561195680_000205,1762561195.68,640,480,526.955,311.326,0.82337,0.6486,10397,0.033846,0.81167,1.91509,0.37128,427,261,203,106,0.4832,HSV,0,mediapipe,0,Fist,prev,data_prev\images_raw\1762561195680_000205.jpg,data_prev\images_crop\1762561195680_000205.jpg,data_prev\masks\1762561195680_000205.png,data_prev\overlays\1762561195680_000205.jpg
1762561195774_000206,1762561195.774,640,480,536.182,353.189,0.83778,0.73581,19689,0.064092,0.82715,1.32484,0.36108,432,284,208,157,0.60292,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561195774_000206.jpg,data_prev\images_crop\1762561195774_000206.jpg,data_prev\masks\1762561195774_000206.png,data_prev\overlays\1762561195774_000206.jpg
1762561195866_000207,1762561195.866,640,480,536.446,336.754,0.8382,0.70157,19826,0.064538,0.80275,1.26994,0.31842,433,263,207,163,0.58759,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561195866_000207.jpg,data_prev\images_crop\1762561195866_000207.jpg,data_prev\masks\1762561195866_000207.png,data_prev\overlays\1762561195866_000207.jpg
1762561195928_000208,1762561195.928,640,480,523.005,352.6,0.8172,0.73458,36030,0.117287,0.58509,1.0,0.16391,360,200,280,280,0.45957,YCrCb,3,mediapipe,0,Three,prev,data_prev\images_raw\1762561195928_000208.jpg,data_prev\images_crop\1762561195928_000208.jpg,data_prev\masks\1762561195928_000208.png,data_prev\overlays\1762561195928_000208.jpg
1762561196024_000209,1762561196.024,640,480,487.914,270.767,0.76236,0.5641,23537,0.076618,0.8177,0.9403,0.36337,385,170,189,201,0.61957,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561196024_000209.jpg,data_prev\images_crop\1762561196024_000209.jpg,data_prev\masks\1762561196024_000209.png,data_prev\overlays\1762561196024_000209.jpg
1762561196117_000210,1762561196.117,640,480,456.443,263.611,0.71319,0.54919,22678,0.073823,0.77274,0.86111,0.30717,358,155,186,216,0.56448,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561196117_000210.jpg,data_prev\images_crop\1762561196117_000210.jpg,data_prev\masks\1762561196117_000210.png,data_prev\overlays\1762561196117_000210.jpg
1762561196222_000211,1762561196.222,640,480,418.045,265.151,0.65319,0.5524,22499,0.073241,0.79141,0.98049,0.37662,319,156,201,205,0.54604,YCrCb,2,mediapipe,2,Peace,prev,data_prev\images_raw\1762561196222_000211.jpg,data_prev\images_crop\1762561196222_000211.jpg,data_prev\masks\1762561196222_000211.png,data_prev\overlays\1762561196222_000211.jpg
1762561196266_000212,1762561196.266,640,480,450.205,342.056,0.70344,0.71262,42949,0.139808,0.74021,1.01954,0.27692,297,173,313,307,0.44696,YCrCb,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561196266_000212.jpg,data_prev\images_crop\1762561196266_000212.jpg,data_prev\masks\1762561196266_000212.png,data_prev\overlays\1762561196266_000212.jpg
1762561196359_000213,1762561196.359,640,480,385.09,334.306,0.6017,0.69647,21057,0.068547,0.80757,1.30909,0.32993,273,252,216,165,0.59084,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561196359_000213.jpg,data_prev\images_crop\1762561196359_000213.jpg,data_prev\masks\1762561196359_000213.png,data_prev\overlays\1762561196359_000213.jpg
1762561196452_000214,1762561196.452,640,480,388.727,352.387,0.60739,0.73414,20163,0.065636,0.7758,1.27811,0.30438,273,264,216,169,0.55236,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561196452_000214.jpg,data_prev\images_crop\1762561196452_000214.jpg,data_prev\masks\1762561196452_000214.png,data_prev\overlays\1762561196452_000214.jpg
1762561196543_000215,1762561196.543,640,480,406.666,397.102,0.63541,0.8273,18326,0.059657,0.69006,1.16667,0.20799,291,300,210,180,0.48483,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561196543_000215.jpg,data_prev\images_crop\1762561196543_000215.jpg,data_prev\masks\1762561196543_000215.png,data_prev\overlays\1762561196543_000215.jpg
1762561196633_000216,1762561196.633,640,480,432.336,396.8,0.67552,0.82667,14354,0.046725,0.67161,1.25309,0.21187,315,300,203,162,0.43648,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561196633_000216.jpg,data_prev\images_crop\1762561196633_000216.jpg,data_prev\masks\1762561196633_000216.png,data_prev\overlays\1762561196633_000216.jpg
1762561196723_000217,1762561196.723,640,480,462.783,400.956,0.7231,0.83532,8762,0.028522,0.503,1.3662,0.15528,350,314,194,142,0.31806,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561196723_000217.jpg,data_prev\images_crop\1762561196723_000217.jpg,data_prev\masks\1762561196723_000217.png,data_prev\overlays\1762561196723_000217.jpg
1762561196829_000218,1762561196.829,640,480,487.872,351.615,0.7623,0.73253,12790,0.041636,0.81864,1.52,0.31947,392,293,190,125,0.53855,HSV,2,mediapipe,2,Peace,prev,data_prev\images_raw\1762561196829_000218.jpg,data_prev\images_crop\1762561196829_000218.jpg,data_prev\masks\1762561196829_000218.png,data_prev\overlays\1762561196829_000218.jpg
1762561196871_000219,1762561196.871,640,480,534.414,322.957,0.83502,0.67283,11444,0.037254,0.8098,1.90991,0.36952,428,270,212,111,0.48634,HSV,0,mediapipe,0,Fist,prev,data_prev\images_raw\1762561196871_000219.jpg,data_prev\images_crop\1762561196871_000219.jpg,data_prev\masks\1762561196871_000219.png,data_prev\overlays\1762561196871_000219.jpg
1762561196913_000220,1762561196.913,640,480,62.689,352.653,0.09795,0.73469,25595,0.083319,0.71747,0.68482,0.18553,0,223,176,257,0.56587,YCrCb,2,mediapipe,0,Peace,prev,data_prev\images_raw\1762561196913_000220.jpg,data_prev\images_crop\1762561196913_000220.jpg,data_prev\masks\1762561196913_000220.png,data_prev\overlays\1762561196913_000220.jpg
1762561196958_000221,1762561196.958,640,480,62.381,350.131,0.09747,0.72944,24497,0.079743,0.71204,0.63258,0.17284,0,216,167,264,0.55564,YCrCb,2,mediapipe,0,Peace,prev,data_prev\images_raw\1762561196958_000221.jpg,data_prev\images_crop\1762561196958_000221.jpg,data_prev\masks\1762561196958_000221.png,data_prev\overlays\1762561196958_000221.jpg
1762561197000_000222,1762561197.0,640,480,544.345,366.961,0.85054,0.7645,30226,0.098394,0.7273,0.91342,0.27545,429,249,211,231,0.62015,YCrCb,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561197000_000222.jpg,data_prev\images_crop\1762561197000_000222.jpg,data_prev\masks\1762561197000_000222.png,data_prev\overlays\1762561197000_000222.jpg
1762561197043_000223,1762561197.043,640,480,540.141,348.221,0.84397,0.72546,35124,0.114338,0.71693,0.76923,0.28244,430,207,210,273,0.61267,YCrCb,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561197043_000223.jpg,data_prev\images_crop\1762561197043_000223.jpg,data_prev\masks\1762561197043_000223.png,data_prev\overlays\1762561197043_000223.jpg
1762561197086_000224,1762561197.086,640,480,536.518,339.178,0.83831,0.70662,37740,0.122852,0.72633,0.69388,0.2805,436,186,204,294,0.62925,YCrCb,0,mediapipe,0,Fist,prev,data_prev\images_raw\1762561197086_000224.jpg,data_prev\images_crop\1762561197086_000224.jpg,data_prev\masks\1762561197086_000224.png,data_prev\overlays\1762561197086_000224.jpg
1762561197129_000225,1762561197.129,640,480,531.78,332.205,0.83091,0.69209,40023,0.130283,0.71743,0.68831,0.27346,428,172,212,308,0.61295,YCrCb,0,mediapipe,0,Fist,prev,data_prev\images_raw\1762561197129_000225.jpg,data_prev\images_crop\1762561197129_000225.jpg,data_prev\masks\1762561197129_000225.png,data_prev\overlays\1762561197129_000225.jpg
1762561197174_000226,1762561197.174,640,480,512.755,333.525,0.80118,0.69484,41233,0.134222,0.63504,0.76,0.2,364,155,247,325,0.51365,YCrCb,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561197174_000226.jpg,data_prev\images_crop\1762561197174_000226.jpg,data_prev\masks\1762561197174_000226.png,data_prev\overlays\1762561197174_000226.jpg
1762561197217_000227,1762561197.217,640,480,507.005,330.55,0.79219,0.68865,41304,0.134453,0.69872,0.66667,0.21009,392,153,218,327,0.57941,YCrCb,2,mediapipe,0,Peace,prev,data_prev\images_raw\1762561197217_000227.jpg,data_prev\images_crop\1762561197217_000227.jpg,data_prev\masks\1762561197217_000227.png,data_prev\overlays\1762561197217_000227.jpg
1762561197315_000228,1762561197.315,640,480,466.268,269.006,0.72854,0.56043,24130,0.078548,0.7478,0.86036,0.29065,364,149,191,222,0.56908,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561197315_000228.jpg,data_prev\images_crop\1762561197315_000228.jpg,data_prev\masks\1762561197315_000228.png,data_prev\overlays\1762561197315_000228.jpg
1762561197412_000229,1762561197.412,640,480,450.428,271.885,0.70379,0.56643,23368,0.076068,0.7937,0.95122,0.31418,349,164,195,205,0.58457,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561197412_000229.jpg,data_prev\images_crop\1762561197412_000229.jpg,data_prev\masks\1762561197412_000229.png,data_prev\overlays\1762561197412_000229.jpg
1762561197507_000230,1762561197.507,640,480,419.361,298.791,0.65525,0.62248,23248,0.075679,0.84462,1.05729,0.38206,318,202,203,192,0.59648,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561197507_000230.jpg,data_prev\images_crop\1762561197507_000230.jpg,data_prev\masks\1762561197507_000230.png,data_prev\overlays\1762561197507_000230.jpg
1762561197617_000231,1762561197.617,640,480,410.862,346.004,0.64197,0.72084,21469,0.069888,0.80564,1.28994,0.33712,297,260,218,169,0.58275,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561197617_000231.jpg,data_prev\images_crop\1762561197617_000231.jpg,data_prev\masks\1762561197617_000231.png,data_prev\overlays\1762561197617_000231.jpg
1762561197709_000232,1762561197.709,640,480,418.095,383.939,0.65327,0.79987,19867,0.064671,0.73152,1.16848,0.26876,300,288,215,184,0.5022,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561197709_000232.jpg,data_prev\images_crop\1762561197709_000232.jpg,data_prev\masks\1762561197709_000232.png,data_prev\overlays\1762561197709_000232.jpg
1762561197798_000233,1762561197.798,640,480,392.026,352.309,0.61254,0.73398,12063,0.039268,0.78597,1.23134,0.35633,318,294,165,134,0.54559,HSV,0,mediapipe,1,Fist,prev,data_prev\images_raw\1762561197798_000233.jpg,data_prev\images_crop\1762561197798_000233.jpg,data_prev\masks\1762561197798_000233.png,data_prev\overlays\1762561197798_000233.jpg
1762561197887_000234,1762561197.887,640,480,486.864,421.946,0.76072,0.87905,11342,0.036921,0.56369,1.37748,0.22301,362,329,208,151,0.36112,YCrCb,1,mediapipe,1,Point,prev,data_prev\images_raw\1762561197887_000234.jpg,data_prev\images_crop\1762561197887_000234.jpg,data_prev\masks\1762561197887_000234.png,data_prev\overlays\1762561197887_000234.jpg
1762561197960_000235,1762561197.96,640,480,59.941,352.058,0.09366,0.73345,23696,0.077137,0.7153,0.6145,0.18755,0,218,161,262,0.56177,YCrCb,2,mediapipe,0,Peace,prev,data_prev\images_raw\1762561197960_000235.jpg,data_prev\images_crop\1762561197960_000235.jpg,data_prev\masks\1762561197960_000235.png,data_prev\overlays\1762561197960_000235.jpg
1762561198007_000236,1762561198.007,640,480,538.702,332.878,0.84172,0.6935,11087,0.036092,0.80443,1.88073,0.36086,435,280,205,109,0.4962,HSV,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561198007_000236.jpg,data_prev\images_crop\1762561198007_000236.jpg,data_prev\masks\1762561198007_000236.png,data_prev\overlays\1762561198007_000236.jpg
1762561198054_000237,1762561198.054,640,480,61.751,348.327,0.09649,0.72568,25418,0.082741,0.72451,0.62738,0.14815,0,217,165,263,0.58574,YCrCb,1,mediapipe,0,Point,prev,data_prev\images_raw\1762561198054_000237.jpg,data_prev\images_crop\1762561198054_000237.jpg,data_prev\masks\1762561198054_000237.png,data_prev\overlays\1762561198054_000237.jpg
1762561198098_000238,1762561198.098,640,480,63.885,355.505,0.09982,0.74064,25795,0.083968,0.65363,0.81061,0.16373,0,216,214,264,0.45658,YCrCb,0,mediapipe,0,Fist,prev,data_prev\images_raw\1762561198098_000238.jpg,data_prev\images_crop\1762561198098_000238.jpg,data_prev\masks\1762561198098_000238.png,data_prev\overlays\1762561198098_000238.jpg
1762561198141_000239,1762561198.141,640,480,542.217,365.06,0.84721,0.76054,29870,0.097233,0.75526,0.85652,0.29001,443,250,197,230,0.65924,YCrCb,2,mediapipe,0,Peace,prev,data_prev\images_raw\1762561198141_000239.jpg,data_prev\images_crop\1762561198141_000239.jpg,data_prev\masks\1762561198141_000239.png,data_prev\overlays\1762561198141_000239.jpg
1762561198235_000240,1762561198.235,640,480,539.139,312.093,0.84241,0.65019,21186,0.068965,0.77587,1.14857,0.32401,439,226,201,175,0.6023,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561198235_000240.jpg,data_prev\images_crop\1762561198235_000240.jpg,data_prev\masks\1762561198235_000240.png,data_prev\overlays\1762561198235_000240.jpg
1762561198328_000241,1762561198.328,640,480,533.063,300.024,0.83291,0.62505,22028,0.071706,0.74301,1.07216,0.25759,432,203,208,194,0.5459,YCrCb,2,mediapipe,1,Peace,prev,data_prev\images_raw\1762561198328_000241.jpg,data_prev\images_crop\1762561198328_000241.jpg,data_prev\masks\1762561198328_000241.png,data_prev\overlays\1762561198328_000241.jpg
1762561198437_000242,1762561198.437,640,480,503.097,272.803,0.78609,0.56834,22593,0.073547,0.7111,1.06863,0.21422,404,166,218,204,0.50804,YCrCb,3,mediapipe,1,Three,prev,data_prev\images_raw\1762561198437_000242.jpg,data_prev\images_crop\1762561198437_000242.jpg,data_prev\masks\1762561198437_000242.png,data_prev\overlays\1762561198437_000242.jpg
